2018-06-15	2.0220	-1.58
2018-06-14	2.0545	-0.67
2018-06-13	2.0683	-1.21
2018-06-12	2.0937	1.91
2018-06-11	2.0544	-1.46
2018-06-08	2.0848	-0.35
2018-06-07	2.0922	-0.91
2018-06-06	2.1115	0.64
2018-06-05	2.0980	2.34
2018-06-04	2.0500	0.85
2018-06-01	2.0327	-1.83
2018-05-31	2.0705	1.99
2018-05-30	2.0301	-1.13
2018-05-29	2.0534	-2.58
2018-05-28	2.1077	0.12
2018-05-25	2.1052	-0.70
2018-05-24	2.1201	-0.22
2018-05-23	2.1248	-1.28
2018-05-22	2.1523	0.49
2018-05-21	2.1419	1.35
2018-05-18	2.1134	0.60
2018-05-17	2.1007	-1.13
2018-05-16	2.1248	-0.32
2018-05-15	2.1316	1.86
2018-05-14	2.0927	0.27
2018-05-11	2.0871	-1.21
2018-05-10	2.1127	0.67
2018-05-09	2.0986	-0.03
2018-05-08	2.0992	0.60
2018-05-07	2.0866	1.61
2018-05-04	2.0535	0.19
2018-05-03	2.0496	1.20
2018-05-02	2.0253	0.66
2018-04-27	2.0121	0.33
2018-04-26	2.0054	-2.50
2018-04-25	2.0569	0.96
2018-04-24	2.0374	3.35
2018-04-23	1.9714	-1.21
2018-04-20	1.9956	-1.80
2018-04-19	2.0321	0.74
2018-04-18	2.0172	0.69
2018-04-17	2.0033	-2.07
2018-04-16	2.0457	0.18
2018-04-13	2.0420	-0.90
2018-04-12	2.0605	-0.36
2018-04-11	2.0679	0.80
2018-04-10	2.0514	1.54
2018-04-09	2.0203	0.06
2018-04-04	2.0191	-0.90
2018-04-03	2.0374	-1.00
2018-04-02	2.0580	0.09
2018-03-30	2.1562	1.65
2018-03-29	2.1213	0.42
2018-03-28	2.1125	-1.07
2018-03-27	2.1354	1.61
2018-03-26	2.1016	1.51
2018-03-23	2.0704	-3.85
2018-03-22	2.1532	-1.10
2018-03-21	2.1772	-1.24
2018-03-20	2.2045	0.98
2018-03-19	2.1830	0.63
2018-03-16	2.1693	-1.35
2018-03-15	2.1990	0.39
2018-03-14	2.1904	-0.90
2018-03-13	2.2102	-0.64
2018-03-12	2.2244	1.38
2018-03-09	2.1942	1.55
2018-03-08	2.1607	1.00
2018-03-07	2.1393	-0.79
2018-03-06	2.1564	1.41
2018-03-05	2.1264	0.01
2018-03-02	2.1261	-0.88
2018-03-01	2.1449	1.05
2018-02-28	2.1226	-0.28
2018-02-27	2.1285	-0.40
2018-02-26	2.1371	2.33
2018-02-23	2.0884	-0.28
2018-02-22	2.0943	2.31
2018-02-14	2.0470	0.61
2018-02-13	2.0346	1.02
2018-02-12	2.0140	3.62
2018-02-09	1.9436	-2.46
2018-02-08	1.9927	1.66
2018-02-07	1.9602	-1.48
2018-02-06	1.9896	-4.18
2018-02-05	2.0765	-1.83
2018-02-02	2.1153	0.99
2018-02-01	2.0945	-1.56
2018-01-31	2.1277	-0.64
2018-01-30	2.1413	-0.17
2018-01-29	2.1449	-1.85
2018-01-26	2.1853	0.00
2018-01-25	2.1852	-0.73
2018-01-24	2.2012	-0.16
2018-01-23	2.2047	0.92
2018-01-22	2.1847	2.54
2018-01-19	2.1306	-0.62
2018-01-18	2.1438	-0.02
2018-01-17	2.1443	-0.69
2018-01-16	2.1593	0.22
2018-01-15	2.1545	-1.24
2018-01-12	2.1815	0.44
2018-01-11	2.1720	-0.26
2018-01-10	2.1777	-0.06
2018-01-09	2.1789	0.75
2018-01-08	2.1626	-0.61
2018-01-05	2.1758	-0.08
2018-01-04	2.1775	0.47
2018-01-03	2.1673	0.78
2018-01-02	2.1506	1.20
2017-12-29	2.1251	1.07
2017-12-28	2.1027	0.76
2017-12-27	2.0868	-1.75
2017-12-26	2.1239	-0.59
2017-12-25	2.1364	-0.76
2017-12-22	2.1528	-0.18
2017-12-21	2.1567	0.87
2017-12-20	2.1382	0.23
2017-12-19	2.1332	1.28
2017-12-18	2.1062	-0.62
2017-12-15	2.1194	-1.18
2017-12-14	2.1448	0.19
2017-12-13	2.1407	0.85
2017-12-12	2.1226	-0.30
2017-12-11	2.1289	2.60
2017-12-08	2.0749	1.38
2017-12-07	2.0467	-1.04
2017-12-06	2.0682	0.33
2017-12-05	2.0614	-1.91
2017-12-04	2.1016	-0.05
2017-12-01	2.1027	1.38
2017-11-30	2.0741	-1.00
2017-11-29	2.0950	-0.28
2017-11-28	2.1008	1.64
2017-11-27	2.0669	-1.84
2017-11-24	2.1056	-0.74
2017-11-23	2.1213	-3.36
2017-11-22	2.1950	-0.90
2017-11-21	2.2149	1.48
2017-11-20	2.1826	1.45
2017-11-17	2.1514	-1.83
2017-11-16	2.1915	1.53
2017-11-15	2.1585	-0.62
2017-11-14	2.1719	-1.38
2017-11-13	2.2023	0.67
2017-11-10	2.1877	1.91
2017-11-09	2.1466	0.85
2017-11-08	2.1285	-0.61
2017-11-07	2.1415	0.28
2017-11-06	2.1356	1.97
2017-11-03	2.0943	-0.17
2017-11-02	2.0979	-0.46
2017-11-01	2.1075	-0.44
2017-10-31	2.1169	0.13
2017-10-30	2.1141	-1.15
2017-10-27	2.1386	0.84
2017-10-26	2.1208	0.09
2017-10-25	2.1188	0.84
2017-10-24	2.1011	0.18
2017-10-23	2.0974	1.08
2017-10-20	2.0750	-0.20
2017-10-19	2.0791	-0.22
2017-10-18	2.0836	0.00
2017-10-17	2.0836	0.64
2017-10-16	2.0704	0.15
2017-10-13	2.0672	0.39
2017-10-12	2.0592	-0.05
2017-10-11	2.0602	0.99
2017-10-10	2.0400	0.23
2017-10-09	2.0353	1.16
2017-09-29	2.0120	0.90
2017-09-28	1.9940	0.67
2017-09-27	1.9807	0.40
